id,target,comment,label,language,dataset,transformation,translation,rtt,batch
111515,Les permis de séjour des migrants et migrantes non ressortissants des Etats membres de l’UE/AELE devraient-ils être obligatoirement liés au respect de la Convention d’intégration?,"Dans les faits, les permis de séjour sont liés à une intégration réussie (ou en cours). La Convention d'intégration au sens formel ne constitue qu'un élément permettant d'évaluer l'intégration effective d'un migrant.",FAVOR,fr,X-Stance,Les permis de séjour des migrants et migrantes non ressortissants des Etats membres de l’UE/AELE ne devraient pas être obligatoirement liés au respect de la Convention d’intégration.,"Die Aufenthaltsgenehmigungen von Migranten und Migrantinnen, die keine Staatsangehörigen der Mitgliedstaaten der EU/AELE sind, sollten nicht zwingend an die Einhaltung der Integrationskonvention gebunden sein.",Les permis de séjour des migrants et des migrantes qui n'ont pas la nationalité d'un État membre de l'UE/AELE ne devraient pas nécessairement être liés à l'observation de la convention sur l'intégration.,7
40493,Êtes-vous favorable à une hausse de l'âge de la retraite (p. ex. à 67 ans)?,"Au contraire, je suis favorable à une diminution de l'âge de la retraite à 60 ans pour toutes et tous.",AGAINST,fr,X-Stance,Je suis favorable à une hausse de l'âge de la retraite à 67 ans pour toutes et tous.,Ich bin für eine Erhöhung des Rentenalters auf 67 Jahre für alle.,Je suis en faveur d'une augmentation de l'âge de la retraite à 67 ans pour tous.,7
80584,Les décisions de la Cour européenne des droits de l’homme (CrEDH) sont contraignantes pour la Suisse. Trouvez-vous cela juste?,Les autorités suisses devraient toutefois faire preuve parfois de moins de zèle et de juridisme excessif à vouloir appliquer de manière anticipée la jurisprudence européenne.,FAVOR,fr,X-Stance,Les autorités suisses devraient parfois faire preuve de zèle et de juridisme excessif pour éviter d'appliquer de manière anticipée la jurisprudence européenne.,"Die Schweizer Behörden sollten manchmal zügellos und übertrieben gesetzestreu sein, um die europäische Rechtsprechung vorauseilend anzuwenden zu vermeiden.",Les autorités suisses devraient parfois être désordonnées et excessivement respectueuses de la loi pour éviter d'appliquer la jurisprudence européenne en avance.,7
32503,"Une vaccination obligatoire des enfants, basée sur le plan de vaccination suisse, devrait-elle être instaurée?","La production des vaccins actuels se fait de plus en plus fréquemment par l'adjonction de produits toxiques comme l'aluminium, par ailleurs totalement inutile. En fait, derrière les vaccins se cachent des enjeux commerciaux énormes, au point de pouvoir manipuler les choix publics en matière de santé. Il est prioritaire d'amener plus de transparence dans les processus décisionnels.",AGAINST,fr,X-Stance,"La production des vaccins actuels se fait de moins en moins fréquemment par l'adjonction de produits toxiques comme l'aluminium, par ailleurs entièrement utile. En fait, derrière les vaccins se cachent des enjeux commerciaux modérés, au point de ne pas pouvoir manipuler les choix publics en matière de santé. Il est secondaire l'amener moins de transparence dans les processus décisionnels.","Die Produktion der aktuellen Impfstoffe erfolgt immer seltener durch die Zugabe von giftigen Produkten wie Aluminium, das ansonsten völlig nützlich ist. Tatsächlich verbergen sich hinter den Impfstoffen moderate kommerzielle Interessen, so dass es nicht möglich ist, die öffentlichen Gesundheitsentscheidungen zu manipulieren. Es ist zweitrangig, die Transparenz in den Entscheidungsprozessen zu erhöhen.","La production des vaccins actuels se fait de moins en moins par l'ajout de produits toxiques tels que l'aluminium, qui est en fait tout à fait utile. En fait, derrière les vaccins se cachent des intérêts commerciaux modérés, de sorte qu'il n'est pas possible de manipuler les décisions publiques en matière de santé. Il est secondaire d'augmenter la transparence dans les processus de décision.",7
72598,"Les traitements médicaux par méthodes complémentaires (alternative) doivent-ils continuer à être pris en charge, après 2017, par l’assurance maladie obligatoire (LAMal)?","Les médecines complémentaires/alternatives  sont essentielles pour un système de santé efficace, pour de la prévention et des traitements moins lourds, provoquant moins d'effets secondaires.",FAVOR,fr,X-Stance,"Les traitements médicaux par méthodes complémentaires doivent cesser d'être pris en charge, après 2017, par l'assurance maladie obligatoire (LAMal).",Die medizinischen Behandlungen mit ergänzenden Methoden müssen nach 2017 von der obligatorischen Krankenversicherung (LAMal) nicht mehr übernommen werden.,Les traitements médicaux avec des méthodes complémentaires ne doivent plus être pris en charge par l'assurance maladie obligatoire (LAMal) après 2017.,7
26048,La Confédération devrait-elle soutenir davantage les énergies renouvelables?,La politique de l'arrosoir n'est pas efficace. La Confédération doit soutenir les énergies renouvelables mais il faut trouver les meilleurs moyens pour accélérer la production d'énergies renouvelables,FAVOR,fr,X-Stance,La politique de l'arrosoir est efficace. La Confédération ne doit pas soutenir les énergies renouvelables.,Die Politik des Gießkanneinsatzes ist effektiv. Die Eidgenossenschaft sollte erneuerbare Energien nicht unterstützen.,La politique du jet d'eau est efficace. La Confédération ne devrait pas soutenir les énergies renouvelables.,7
122424,Les initiatives populaires doivent-elles être invalidées lorsqu'elles dérogent à la convention européenne des droits de l'homme (CEDH)?,"Le système actuel est fondé sur un énorme mensonge: on fait croire au peuple qu'il peut voter sur tout et n'importe quoi, alors que ce n'est pas le cas: le CEDH donne à n'importe quel citoyen le droit de saisir la justice si ses droits fondamentaux sont bafoués, même par un vote populaire. On ment au peuple lorsqu'on lui fait croire qu'il peut déroger à la CEDH à sa guise. Ou alors demandons au peuple s'il veut dénoncer la CEDH, et on verra la réponse!",FAVOR,fr,X-Stance,"Le système actuel est fondé sur un énorme mensonge: on fait croire au peuple qu'il ne peut pas voter sur tout et n'importe quoi, alors que ce n'est pas le cas: le CEDH donne à n'importe quel citoyen le droit de saisir la justice si ses droits fondamentaux sont bafoués, même par un vote populaire. On ne ment pas au peuple lorsqu'on lui fait croire qu'il ne peut pas déroger à la CEDH.","Das derzeitige System basiert auf einem riesigen Betrug: Man lässt das Volk glauben, dass es nicht über alles und alles entscheiden kann, obwohl das nicht der Fall ist: Der ECHR gewährt jedem Bürger das Recht, sich an die Justiz zu wenden, wenn seine Grundrechte verletzt werden, selbst durch eine Volksabstimmung. Man lügt dem Volk nicht, wenn man ihm vorgaukelt, dass es nicht über die ECHR hinausgehen kann.","Le système actuel repose sur un immense mensonge : on fait croire au peuple qu'il ne peut pas décider de tout et de tout, alors qu'il ne l'est pas : la CEDH accorde à chaque citoyen le droit de s'adresser à la justice en cas de violation de ses droits fondamentaux, même par le biais d'une votation populaire. On ne ment pas au peuple en lui faisant croire qu'il ne peut pas aller au-delà de la CEDH.",7
29100,L'introduction du vote électronique lors des votations et des élections (E-Voting) devrait-elle être poursuivie?,"Je suis pour le principe. Je pense qu'il s'agit d'une méthode d'avenir. Toutefois, la Suisse n'a pas suffisamment mis de moyens pour l'instant pour que cela soit protégé.",AGAINST,fr,X-Stance,Je suis contre l'introduction du vote électronique lors des votations et des élections.,Ich bin gegen die Einführung des elektronischen Votings bei Abstimmungen und Wahlen.,Je suis contre l'introduction du vote électronique lors des élections et des référendums.,7
78195,La naturalisation devrait-elle être facilitée aux étrangers de la troisième génération?,Ces personnes sont nées dans notre pays. Elles n'ont souvent connu aucun autre lieu de villégiatures et ont suivi toutes leurs classes ici.,FAVOR,fr,X-Stance,La naturalisation devrait-elle être rendue difficile aux étrangers de la troisième génération.,Die Einbürgerung sollte für Drittstaatsangehörige der dritten Generation erschwert werden.,La naturalisation devrait être rendue plus difficile pour les ressortissants de pays tiers de la troisième génération.,7
26277,Une initiative demande que les subsides aux assurances maladie soient conçus de manière à ce que personne n'ait à consacrer plus de dix pour cent de son revenu disponible au paiement des primes. Soutenez-vous cette proposition?,Une réforme structurelle des coûts de la santé doit néanmoins être proposée notamment avec la mise en place d'une caisse unique. Notre système de santé doit aussi s'adapter très rapidement aux besoins des seniors avec l'arrivée du 'Papy boom'.,FAVOR,fr,X-Stance,Une réforme structurelle des coûts de la santé doit néanmoins ne pas être proposée notamment avec la mise en place d'une caisse unique. Notre système de santé doit aussi s'adapter très lentement aux besoins des seniors avec l'arrivée du 'Papy boom'.,"Eine strukturelle Reform der Gesundheitskosten darf jedoch nicht vorgeschlagen werden, insbesondere mit der Einrichtung einer einzigen Versicherung. Unser Gesundheitssystem muss auch sehr langsam an die Bedürfnisse älterer Menschen mit der Ankunft des 'Papy-Booms' angepasst werden.","Une réforme structurelle des coûts de santé ne doit toutefois pas être proposée, en particulier avec la création d'une seule assurance. Notre système de santé doit également s'adapter très lentement aux besoins des personnes âgées avec l'arrivée du « baby-boom ».",7
